,describe_tree,can,f1_score1,roc_auc,recall,prec,acc,score_arr,depth,num_node,score_train
10,"{split_feature:ISI,split_value:2.6,gini_value:0.049704738027639014,train_num_sample:195,depth:0,left_tree:{split_feature:FFMC,split_value:79.4,gini_value:0.021680216802168025,train_num_sample:82,depth:1,left_tree:{leaf_value:0.0,train_num_sample:73,depth:2},right_tree:{split_feature: RH,split_value:58.0,gini_value:0.14814814814814814,train_num_sample:9,depth:2,left_tree:{leaf_value:0.0,train_num_sample:6,depth:3},right_tree:{leaf_value:0.0,train_num_sample:3,depth:3}}},right_tree:{split_feature:FFMC,split_value:80.1,gini_value:0.017538213998390912,train_num_sample:113,depth:1,left_tree:{leaf_value:0.0,train_num_sample:3,depth:2},right_tree:{split_feature:FWI,split_value:3.4,gini_value:0.016161616161616165,train_num_sample:110,depth:2,left_tree:{leaf_value:1.0,train_num_sample:9,depth:3},right_tree:{leaf_value:1.0,train_num_sample:101,depth:3}}}}","[7, 1, 2]",1.0,1.0,1.0,1.0,1.0,"[[28  0]
 [ 0 21]]",3,6,0.9897435897435898
11,"{split_feature:FFMC,split_value:82.21010101010101,gini_value:0.0749931072511718,train_num_sample:195,depth:0,left_tree:{split_feature:FFMC,split_value:79.7,gini_value:0.09108159392789372,train_num_sample:93,depth:1,left_tree:{leaf_value:0.0,train_num_sample:76,depth:2},right_tree:{split_feature:ISI,split_value:3.0,gini_value:0.3781512605042016,train_num_sample:17,depth:2,left_tree:{split_feature:DC,split_value:18.7,gini_value:0.35714285714285715,train_num_sample:14,depth:3,left_tree:{leaf_value:0.0,train_num_sample:4,depth:4},right_tree:{split_feature: RH,split_value:78.0,gini_value:0.375,train_num_sample:10,depth:4,left_tree:{leaf_value:1.0,train_num_sample:8,depth:5},right_tree:{leaf_value:0.0,train_num_sample:2,depth:5}}},right_tree:{leaf_value:1.0,train_num_sample:3,depth:3}}},right_tree:{leaf_value:1.0,train_num_sample:102,depth:1}}","[10, 1, 2]",0.9824561403508771,0.9761904761904762,1.0,0.9655172413793104,0.9795918367346939,"[[28  0]
 [ 1 20]]",5,6,0.9846153846153847
12,"{split_feature:FFMC,split_value:80.03030303030303,gini_value:0.02014652014652018,train_num_sample:195,depth:0,left_tree:{leaf_value:0.0,train_num_sample:83,depth:1},right_tree:{leaf_value:1.0,train_num_sample:112,depth:1}}","[1, 1, 2]",0.9491525423728813,0.9285714285714286,1.0,0.9032258064516129,0.9387755102040817,"[[28  0]
 [ 3 18]]",1,2,0.9897435897435898
13,"{split_feature:FFMC,split_value:80.2,gini_value:0.030198092924783742,train_num_sample:195,depth:0,left_tree:{leaf_value:0.0,train_num_sample:86,depth:1},right_tree:{split_feature:ISI,split_value:3.0,gini_value:0.014678899082568801,train_num_sample:109,depth:1,left_tree:{leaf_value:1.0,train_num_sample:5,depth:2},right_tree:{leaf_value:1.0,train_num_sample:104,depth:2}}}","[2, 1, 2]",0.9491525423728813,0.9285714285714286,1.0,0.9032258064516129,0.9387755102040817,"[[28  0]
 [ 3 18]]",2,3,0.9846153846153847
14,"{split_feature:FFMC,split_value:80.2,gini_value:0.030198092924783742,train_num_sample:195,depth:0,left_tree:{leaf_value:0.0,train_num_sample:86,depth:1},right_tree:{split_feature:ISI,split_value:3.0,gini_value:0.014678899082568801,train_num_sample:109,depth:1,left_tree:{leaf_value:1.0,train_num_sample:5,depth:2},right_tree:{leaf_value:1.0,train_num_sample:104,depth:2}}}","[3, 1, 2]",0.9491525423728813,0.9285714285714286,1.0,0.9032258064516129,0.9387755102040817,"[[28  0]
 [ 3 18]]",2,3,0.9846153846153847
15,"{split_feature:FFMC,split_value:80.8,gini_value:0.04932139511578762,train_num_sample:195,depth:0,left_tree:{split_feature:ISI,split_value:2.4,gini_value:0.03896103896103897,train_num_sample:88,depth:1,left_tree:{leaf_value:0.0,train_num_sample:81,depth:2},right_tree:{split_feature: RH,split_value:75.0,gini_value:0.22857142857142845,train_num_sample:7,depth:2,left_tree:{split_feature: RH,split_value:53.0,gini_value:0.26666666666666666,train_num_sample:5,depth:3,left_tree:{leaf_value:1.0,train_num_sample:2,depth:4},right_tree:{leaf_value:1.0,train_num_sample:3,depth:4}},right_tree:{leaf_value:0.0,train_num_sample:2,depth:3}}},right_tree:{split_feature:FFMC,split_value:82.3,gini_value:0.014953271028037375,train_num_sample:107,depth:1,left_tree:{leaf_value:1.0,train_num_sample:5,depth:2},right_tree:{leaf_value:1.0,train_num_sample:102,depth:2}}}","[5, 1, 2]",0.9333333333333333,0.9047619047619048,1.0,0.875,0.9183673469387755,"[[28  0]
 [ 4 17]]",4,6,0.9897435897435898
16,"{split_feature:FFMC,split_value:80.8,gini_value:0.04932139511578762,train_num_sample:195,depth:0,left_tree:{split_feature:FFMC,split_value:79.7,gini_value:0.050505050505050504,train_num_sample:88,depth:1,left_tree:{leaf_value:0.0,train_num_sample:79,depth:2},right_tree:{split_feature:Rain ,split_value:0.3,gini_value:0.3174603174603175,train_num_sample:9,depth:2,left_tree:{leaf_value:0.0,train_num_sample:7,depth:3},right_tree:{leaf_value:1.0,train_num_sample:2,depth:3}}},right_tree:{split_feature:FFMC,split_value:82.4,gini_value:0.015576323987538936,train_num_sample:107,depth:1,left_tree:{split_feature: RH,split_value:62.0,gini_value:0.22222222222222224,train_num_sample:6,depth:2,left_tree:{leaf_value:1.0,train_num_sample:3,depth:3},right_tree:{leaf_value:1.0,train_num_sample:3,depth:3}},right_tree:{leaf_value:1.0,train_num_sample:101,depth:2}}}","[7, 1, 2]",0.9491525423728813,0.9285714285714286,1.0,0.9032258064516129,0.9387755102040817,"[[28  0]
 [ 3 18]]",3,6,0.9846153846153847
17,"{split_feature:FFMC,split_value:80.8,gini_value:0.04932139511578762,train_num_sample:195,depth:0,left_tree:{split_feature:DC,split_value:88.0,gini_value:0.05953654188948313,train_num_sample:88,depth:1,left_tree:{leaf_value:0.0,train_num_sample:85,depth:2},right_tree:{leaf_value:1.0,train_num_sample:3,depth:2}},right_tree:{split_feature:FFMC,split_value:82.5,gini_value:0.016021361815754344,train_num_sample:107,depth:1,left_tree:{split_feature:ISI,split_value:3.0,gini_value:0.19047619047619047,train_num_sample:7,depth:2,left_tree:{leaf_value:1.0,train_num_sample:3,depth:3},right_tree:{leaf_value:1.0,train_num_sample:4,depth:3}},right_tree:{leaf_value:1.0,train_num_sample:100,depth:2}}}","[10, 1, 2]",0.9333333333333333,0.9047619047619048,1.0,0.875,0.9183673469387755,"[[28  0]
 [ 4 17]]",3,5,0.9794871794871794
18,"{split_feature:FFMC,split_value:80.13434343434344,gini_value:0.03958614484930275,train_num_sample:195,depth:0,left_tree:{leaf_value:0.0,train_num_sample:81,depth:1},right_tree:{split_feature:ISI,split_value:2.6,gini_value:0.030542264752790992,train_num_sample:114,depth:1,left_tree:{leaf_value:0.0,train_num_sample:4,depth:2},right_tree:{split_feature:FFMC,split_value:81.8,gini_value:0.014545454545454539,train_num_sample:110,depth:2,left_tree:{leaf_value:1.0,train_num_sample:5,depth:3},right_tree:{leaf_value:1.0,train_num_sample:105,depth:3}}}}","[1, 1, 2]",1.0,1.0,1.0,1.0,1.0,"[[28  0]
 [ 0 21]]",3,4,0.9897435897435898
19,"{split_feature:ISI,split_value:3.0,gini_value:0.04843304843304845,train_num_sample:195,depth:0,left_tree:{split_feature:FFMC,split_value:80.1,gini_value:0.04938271604938271,train_num_sample:90,depth:1,left_tree:{leaf_value:0.0,train_num_sample:81,depth:2},right_tree:{split_feature:FFMC,split_value:81.0,gini_value:0.2962962962962963,train_num_sample:9,depth:2,left_tree:{leaf_value:1.0,train_num_sample:3,depth:3},right_tree:{split_feature:DC,split_value:37.2,gini_value:0.22222222222222224,train_num_sample:6,depth:3,left_tree:{leaf_value:0.0,train_num_sample:3,depth:4},right_tree:{leaf_value:1.0,train_num_sample:3,depth:4}}}},right_tree:{leaf_value:1.0,train_num_sample:105,depth:1}}","[2, 1, 2]",0.9818181818181818,0.9821428571428572,0.9642857142857143,1.0,0.9795918367346939,"[[27  1]
 [ 0 21]]",4,5,0.9948717948717949
20,"{split_feature:ISI,split_value:3.0,gini_value:0.04843304843304845,train_num_sample:195,depth:0,left_tree:{split_feature:FFMC,split_value:80.1,gini_value:0.04938271604938271,train_num_sample:90,depth:1,left_tree:{leaf_value:0.0,train_num_sample:81,depth:2},right_tree:{split_feature:DC,split_value:18.7,gini_value:0.3174603174603175,train_num_sample:9,depth:2,left_tree:{leaf_value:0.0,train_num_sample:2,depth:3},right_tree:{leaf_value:1.0,train_num_sample:7,depth:3}}},right_tree:{leaf_value:1.0,train_num_sample:105,depth:1}}","[3, 1, 2]",1.0,1.0,1.0,1.0,1.0,"[[28  0]
 [ 0 21]]",3,4,0.9897435897435898
21,"{split_feature:ISI,split_value:2.6,gini_value:0.049704738027639014,train_num_sample:195,depth:0,left_tree:{split_feature:ISI,split_value:2.4,gini_value:0.01951219512195121,train_num_sample:82,depth:1,left_tree:{leaf_value:0.0,train_num_sample:77,depth:2},right_tree:{leaf_value:0.0,train_num_sample:5,depth:2}},right_tree:{split_feature:FFMC,split_value:80.1,gini_value:0.017538213998390912,train_num_sample:113,depth:1,left_tree:{leaf_value:0.0,train_num_sample:3,depth:2},right_tree:{split_feature:FFMC,split_value:82.2,gini_value:0.015151515151515145,train_num_sample:110,depth:2,left_tree:{leaf_value:1.0,train_num_sample:6,depth:3},right_tree:{leaf_value:1.0,train_num_sample:104,depth:3}}}}","[5, 1, 2]",1.0,1.0,1.0,1.0,1.0,"[[28  0]
 [ 0 21]]",3,5,0.9897435897435898
22,"{split_feature:FFMC,split_value:82.21414141414142,gini_value:0.05748098055790361,train_num_sample:195,depth:0,left_tree:{split_feature:FFMC,split_value:79.9,gini_value:0.07100591715976332,train_num_sample:91,depth:1,left_tree:{leaf_value:0.0,train_num_sample:78,depth:2},right_tree:{split_feature:ISI,split_value:3.0,gini_value:0.3916083916083916,train_num_sample:13,depth:2,left_tree:{split_feature:DC,split_value:18.7,gini_value:0.36363636363636365,train_num_sample:11,depth:3,left_tree:{leaf_value:0.0,train_num_sample:3,depth:4},right_tree:{split_feature: RH,split_value:78.0,gini_value:0.3333333333333333,train_num_sample:8,depth:4,left_tree:{leaf_value:1.0,train_num_sample:6,depth:5},right_tree:{leaf_value:0.0,train_num_sample:2,depth:5}}},right_tree:{leaf_value:1.0,train_num_sample:2,depth:3}}},right_tree:{leaf_value:1.0,train_num_sample:104,depth:1}}","[7, 1, 2]",1.0,1.0,1.0,1.0,1.0,"[[28  0]
 [ 0 21]]",5,6,0.9897435897435898
23,"{split_feature:FFMC,split_value:81.32222222222222,gini_value:0.05927235812293283,train_num_sample:195,depth:0,left_tree:{split_feature:FFMC,split_value:79.7,gini_value:0.05851619644723094,train_num_sample:87,depth:1,left_tree:{leaf_value:0.0,train_num_sample:76,depth:2},right_tree:{leaf_value:0.0,train_num_sample:11,depth:2}},right_tree:{leaf_value:1.0,train_num_sample:108,depth:1}}","[10, 1, 2]",0.9818181818181818,0.9821428571428572,0.9642857142857143,1.0,0.9795918367346939,"[[27  1]
 [ 0 21]]",2,3,0.9692307692307692
24,"{split_feature:ISI,split_value:2.5,gini_value:0.020046956835831707,train_num_sample:196,depth:0,left_tree:{leaf_value:0.0,train_num_sample:83,depth:1},right_tree:{leaf_value:1.0,train_num_sample:113,depth:1}}","[1, 1, 2]",0.9473684210526316,0.9285714285714286,1.0,0.9,0.9375,"[[27  0]
 [ 3 18]]",1,2,0.9897959183673469
25,"{split_feature:ISI,split_value:2.6,gini_value:0.02019618658274116,train_num_sample:196,depth:0,left_tree:{split_feature:FFMC,split_value:79.9,gini_value:0.01764705882352941,train_num_sample:85,depth:1,left_tree:{leaf_value:0.0,train_num_sample:81,depth:2},right_tree:{leaf_value:0.0,train_num_sample:4,depth:2}},right_tree:{leaf_value:1.0,train_num_sample:111,depth:1}}","[2, 1, 2]",0.9473684210526316,0.9285714285714286,1.0,0.9,0.9375,"[[27  0]
 [ 3 18]]",2,3,0.9897959183673469
26,"{split_feature:ISI,split_value:2.6,gini_value:0.02019618658274116,train_num_sample:196,depth:0,left_tree:{split_feature:ISI,split_value:2.4,gini_value:0.018823529411764697,train_num_sample:85,depth:1,left_tree:{leaf_value:0.0,train_num_sample:80,depth:2},right_tree:{leaf_value:0.0,train_num_sample:5,depth:2}},right_tree:{leaf_value:1.0,train_num_sample:111,depth:1}}","[3, 1, 2]",0.9473684210526316,0.9285714285714286,1.0,0.9,0.9375,"[[27  0]
 [ 3 18]]",2,3,0.9897959183673469
27,"{split_feature:ISI,split_value:2.6,gini_value:0.02019618658274116,train_num_sample:196,depth:0,left_tree:{split_feature:ISI,split_value:2.2,gini_value:0.02016806722689076,train_num_sample:85,depth:1,left_tree:{leaf_value:0.0,train_num_sample:78,depth:2},right_tree:{split_feature: RH,split_value:59.0,gini_value:0.19047619047619047,train_num_sample:7,depth:2,left_tree:{leaf_value:0.0,train_num_sample:4,depth:3},right_tree:{leaf_value:0.0,train_num_sample:3,depth:3}}},right_tree:{split_feature: RH,split_value:83.0,gini_value:0.012012012012012014,train_num_sample:111,depth:1,left_tree:{leaf_value:1.0,train_num_sample:108,depth:2},right_tree:{leaf_value:1.0,train_num_sample:3,depth:2}}}","[5, 1, 2]",0.9473684210526316,0.9285714285714286,1.0,0.9,0.9375,"[[27  0]
 [ 3 18]]",3,5,0.9897959183673469
28,"{split_feature:ISI,split_value:2.8,gini_value:0.048185941043083914,train_num_sample:196,depth:0,left_tree:{split_feature:FFMC,split_value:79.9,gini_value:0.04938271604938271,train_num_sample:90,depth:1,left_tree:{leaf_value:0.0,train_num_sample:81,depth:2},right_tree:{split_feature:DC,split_value:18.7,gini_value:0.3174603174603175,train_num_sample:9,depth:2,left_tree:{leaf_value:0.0,train_num_sample:2,depth:3},right_tree:{split_feature:DC,split_value:75.1,gini_value:0.34285714285714286,train_num_sample:7,depth:3,left_tree:{split_feature:FWI,split_value:2.2,gini_value:0.26666666666666666,train_num_sample:5,depth:4,left_tree:{leaf_value:1.0,train_num_sample:2,depth:5},right_tree:{leaf_value:0.0,train_num_sample:3,depth:5}},right_tree:{leaf_value:1.0,train_num_sample:2,depth:4}}}},right_tree:{leaf_value:1.0,train_num_sample:106,depth:1}}","[7, 1, 2]",0.9818181818181818,0.9761904761904762,1.0,0.9642857142857143,0.9791666666666666,"[[27  0]
 [ 1 20]]",5,6,0.9948979591836735
29,"{split_feature:ISI,split_value:3.0,gini_value:0.057187710248934716,train_num_sample:196,depth:0,left_tree:{split_feature:FFMC,split_value:79.7,gini_value:0.07100591715976332,train_num_sample:91,depth:1,left_tree:{leaf_value:0.0,train_num_sample:78,depth:2},right_tree:{split_feature:FFMC,split_value:79.9,gini_value:0.36923076923076925,train_num_sample:13,depth:2,left_tree:{leaf_value:0.0,train_num_sample:3,depth:3},right_tree:{leaf_value:1.0,train_num_sample:10,depth:3}}},right_tree:{leaf_value:1.0,train_num_sample:105,depth:1}}","[10, 1, 2]",0.9473684210526316,0.9285714285714286,1.0,0.9,0.9375,"[[27  0]
 [ 3 18]]",3,4,0.9795918367346939
